Adjusted Potential (V),Adjusted Relative Capacity (mAh/g),Frequency (Hz),Zre (ohms),Zim (ohms),Type,Cycle
3.4,153.41,39810.72,193.37,6.4,1,1
3.4,153.41,31622.78,193.97,4.35,1,1
3.4,153.41,25118.86,194.56,2.59,1,1
3.4,153.41,19952.62,195.18,1.17,1,1
3.4,153.41,15848.93,195.82,0.16,1,1
3.4,153.41,12589.25,196.41,-0.68,1,1
3.4,153.41,10000.0,197.0,-1.38,1,1
3.4,153.41,7943.28,197.57,-2.03,1,1
3.4,153.41,6309.57,198.21,-2.38,1,1
3.4,153.41,5011.87,198.81,-2.67,1,1
3.4,153.41,3981.07,199.31,-2.98,1,1
3.4,153.41,3162.28,200.01,-3.23,1,1
3.4,153.41,2511.89,200.56,-3.46,1,1
3.4,153.41,1995.26,201.18,-3.66,1,1
3.4,153.41,1584.89,201.65,-3.79,1,1
3.4,153.41,1258.93,202.4,-3.8,1,1
3.4,153.41,1000.0,202.96,-3.89,1,1
3.4,153.41,794.33,203.48,-3.9,1,1
3.4,153.41,630.96,204.1,-4.07,1,1
3.4,153.41,501.19,204.66,-4.31,1,1
3.4,153.41,398.11,205.29,-4.3,1,1
3.4,153.41,316.23,205.89,-4.5,1,1
3.4,153.41,251.19,206.44,-4.6,1,1
3.4,153.41,199.53,207.18,-4.76,1,1
3.4,153.41,158.49,207.79,-5.02,1,1
3.4,153.41,125.89,208.32,-5.52,1,1
3.4,153.41,100.0,209.12,-5.67,1,1
3.4,153.41,79.43,209.83,-5.97,1,1
3.4,153.41,63.1,210.54,-6.37,1,1
3.4,153.41,50.12,211.39,-6.9,1,1
3.4,153.41,39.81,212.39,-7.49,1,1
3.4,153.41,31.62,213.33,-8.21,1,1
3.4,153.41,25.12,214.37,-8.68,1,1
3.4,153.41,19.95,215.4,-9.57,1,1
3.4,153.41,15.85,216.91,-10.57,1,1
3.4,153.41,12.59,217.97,-11.55,1,1
3.4,153.41,10.0,219.76,-12.61,1,1
3.4,153.41,7.94,221.28,-14.05,1,1
3.4,153.41,6.31,223.04,-15.01,1,1
3.4,153.41,5.01,225.47,-16.49,1,1
3.4,153.41,3.98,228.03,-18.39,1,1
3.4,153.41,3.16,230.49,-20.28,1,1
3.4,153.41,2.51,233.11,-22.23,1,1
3.4,153.41,2.0,236.08,-23.91,1,1
3.4,153.41,1.58,239.58,-25.55,1,1
3.4,153.41,1.26,243.64,-27.15,1,1
3.4,153.41,1.0,248.14,-28.7,1,1
3.4,153.41,0.79,253.03,-30.16,1,1
3.4,153.41,0.63,258.19,-31.71,1,1
3.4,153.41,0.5,263.67,-32.93,1,1
3.4,153.41,0.4,269.23,-33.83,1,1
3.4,153.41,0.32,274.93,-34.59,1,1
3.4,153.41,0.25,280.52,-34.82,1,1
3.4,153.41,0.2,285.98,-34.73,1,1
3.4,153.41,0.16,291.24,-34.38,1,1
3.4,153.41,0.13,296.09,-33.86,1,1
3.4,153.41,0.1,300.68,-33.46,1,1
3.5,174.72,100000.0,188.7,22.06,1,1
3.5,174.72,79432.82,189.62,16.76,1,1
3.5,174.72,63095.74,190.49,12.45,1,1
3.5,174.72,50118.72,191.04,10.53,1,1
3.5,174.72,39810.72,191.38,6.63,1,1
3.5,174.72,31622.78,192.11,4.31,1,1
3.5,174.72,25118.86,192.78,2.7,1,1
3.5,174.72,19952.62,193.36,1.31,1,1
3.5,174.72,15848.93,193.96,0.17,1,1
3.5,174.72,12589.25,194.58,-0.68,1,1
3.5,174.72,10000.0,195.2,-1.42,1,1
3.5,174.72,7943.28,195.73,-1.96,1,1
3.5,174.72,6309.57,196.37,-2.32,1,1
3.5,174.72,5011.87,196.88,-2.7,1,1
3.5,174.72,3981.07,197.6,-3.04,1,1
3.5,174.72,3162.28,198.15,-3.24,1,1
3.5,174.72,2511.89,198.59,-3.32,1,1
3.5,174.72,1995.26,199.28,-3.51,1,1
3.5,174.72,1584.89,199.8,-3.69,1,1
3.5,174.72,1258.93,200.39,-3.7,1,1
3.5,174.72,1000.0,200.9,-3.74,1,1
3.5,174.72,794.33,201.5,-3.89,1,1
3.5,174.72,630.96,202.15,-4.02,1,1
3.5,174.72,501.19,202.67,-4.21,1,1
3.5,174.72,398.11,203.24,-4.19,1,1
3.5,174.72,316.23,203.81,-4.44,1,1
3.5,174.72,251.19,204.48,-4.48,1,1
3.5,174.72,199.53,204.97,-4.79,1,1
3.5,174.72,158.49,205.64,-4.94,1,1
3.5,174.72,125.89,206.31,-5.19,1,1
3.5,174.72,100.0,206.97,-5.54,1,1
3.5,174.72,79.43,207.7,-5.82,1,1
3.5,174.72,63.1,208.53,-6.36,1,1
3.5,174.72,50.12,209.26,-6.79,1,1
3.5,174.72,39.81,210.1,-7.29,1,1
3.5,174.72,31.62,211.06,-7.98,1,1
3.5,174.72,25.12,212.09,-8.73,1,1
3.5,174.72,19.95,213.26,-9.54,1,1
3.5,174.72,15.85,214.47,-10.48,1,1
3.5,174.72,12.59,215.84,-11.26,1,1
3.5,174.72,10.0,217.39,-12.62,1,1
3.5,174.72,7.94,218.88,-13.51,1,1
3.5,174.72,6.31,221.07,-14.99,1,1
3.5,174.72,5.01,223.11,-16.8,1,1
3.5,174.72,3.98,225.04,-18.4,1,1
3.5,174.72,3.16,227.52,-19.77,1,1
3.5,174.72,2.51,230.74,-21.34,1,1
3.5,174.72,2.0,234.18,-23.35,1,1
3.5,174.72,1.58,237.95,-25.54,1,1
3.5,174.72,1.26,241.85,-27.71,1,1
3.5,174.72,1.0,246.15,-29.8,1,1
3.5,174.72,0.79,250.68,-31.68,1,1
3.5,174.72,0.63,255.74,-33.39,1,1
3.5,174.72,0.5,260.97,-34.88,1,1
3.5,174.72,0.4,266.62,-35.94,1,1
3.5,174.72,0.32,272.2,-36.61,1,1
3.5,174.72,0.25,277.88,-36.78,1,1
3.5,174.72,0.2,283.59,-36.71,1,1
3.5,174.72,0.16,289.24,-36.36,1,1
3.5,174.72,0.13,294.47,-35.72,1,1
3.5,174.72,0.1,299.14,-35.15,1,1
3.6,194.1,100000.0,187.08,22.21,1,1
3.6,194.1,79432.82,188.16,16.74,1,1
3.6,194.1,63095.74,188.64,12.55,1,1
3.6,194.1,50118.72,189.66,9.76,1,1
3.6,194.1,39810.72,190.22,6.53,1,1
3.6,194.1,31622.78,190.65,4.36,1,1
3.6,194.1,25118.86,191.23,2.71,1,1
3.6,194.1,19952.62,191.73,1.31,1,1
3.6,194.1,15848.93,192.45,0.16,1,1
3.6,194.1,12589.25,193.0,-0.73,1,1
3.6,194.1,10000.0,193.61,-1.34,1,1
3.6,194.1,7943.28,194.21,-2.0,1,1
3.6,194.1,6309.57,194.81,-2.44,1,1
3.6,194.1,5011.87,195.42,-2.82,1,1
3.6,194.1,3981.07,196.0,-3.21,1,1
3.6,194.1,3162.28,196.61,-3.29,1,1
3.6,194.1,2511.89,197.17,-3.46,1,1
3.6,194.1,1995.26,197.77,-3.78,1,1
3.6,194.1,1584.89,198.44,-3.76,1,1
3.6,194.1,1258.93,199.06,-3.91,1,1
3.6,194.1,1000.0,199.55,-3.98,1,1
3.6,194.1,794.33,200.19,-4.18,1,1
3.6,194.1,630.96,200.83,-4.17,1,1
3.6,194.1,501.19,201.38,-4.29,1,1
3.6,194.1,398.11,202.1,-4.37,1,1
3.6,194.1,316.23,202.68,-4.56,1,1
3.6,194.1,251.19,203.34,-4.75,1,1
3.6,194.1,199.53,203.79,-4.92,1,1
3.6,194.1,158.49,204.54,-5.01,1,1
3.6,194.1,125.89,205.25,-5.31,1,1
3.6,194.1,100.0,205.92,-5.58,1,1
3.6,194.1,79.43,206.6,-6.04,1,1
3.6,194.1,63.1,207.38,-6.32,1,1
3.6,194.1,50.12,208.19,-6.68,1,1
3.6,194.1,39.81,209.0,-7.27,1,1
3.6,194.1,31.62,210.02,-7.99,1,1
3.6,194.1,25.12,210.88,-8.62,1,1
3.6,194.1,19.95,212.07,-9.24,1,1
3.6,194.1,15.85,213.35,-10.3,1,1
3.6,194.1,12.59,214.49,-11.14,1,1
3.6,194.1,10.0,216.26,-12.42,1,1
3.6,194.1,7.94,217.6,-13.69,1,1
3.6,194.1,6.31,219.46,-14.59,1,1
3.6,194.1,5.01,221.78,-16.2,1,1
3.6,194.1,3.98,223.96,-18.16,1,1
3.6,194.1,3.16,226.16,-19.97,1,1
3.6,194.1,2.51,228.87,-21.4,1,1
3.6,194.1,2.0,232.19,-22.91,1,1
3.6,194.1,1.58,235.95,-24.87,1,1
3.6,194.1,1.26,240.26,-26.98,1,1
3.6,194.1,1.0,244.79,-29.08,1,1
3.6,194.1,0.79,249.59,-31.01,1,1
3.6,194.1,0.63,254.75,-32.93,1,1
3.6,194.1,0.5,260.18,-34.48,1,1
3.6,194.1,0.4,265.92,-35.77,1,1
3.6,194.1,0.32,271.66,-36.59,1,1
3.6,194.1,0.25,277.54,-37.09,1,1
3.6,194.1,0.2,283.34,-37.28,1,1
3.6,194.1,0.16,289.0,-37.03,1,1
3.6,194.1,0.13,294.57,-36.42,1,1
3.6,194.1,0.1,299.8,-35.43,1,1
3.7,211.19,100000.0,185.78,22.0,1,1
3.7,211.19,79432.82,186.62,16.71,1,1
3.7,211.19,63095.74,187.44,12.41,1,1
3.7,211.19,50118.72,188.13,10.01,1,1
3.7,211.19,39810.72,188.68,6.53,1,1
3.7,211.19,31622.78,189.17,4.38,1,1
3.7,211.19,25118.86,189.78,2.54,1,1
3.7,211.19,19952.62,190.4,1.24,1,1
3.7,211.19,15848.93,190.93,-0.02,1,1
3.7,211.19,12589.25,191.6,-0.85,1,1
3.7,211.19,10000.0,192.23,-1.57,1,1
3.7,211.19,7943.28,192.81,-2.22,1,1
3.7,211.19,6309.57,193.41,-2.63,1,1
3.7,211.19,5011.87,194.05,-2.97,1,1
3.7,211.19,3981.07,194.69,-3.29,1,1
3.7,211.19,3162.28,195.4,-3.71,1,1
3.7,211.19,2511.89,196.05,-3.9,1,1
3.7,211.19,1995.26,196.67,-3.97,1,1
3.7,211.19,1584.89,197.32,-4.23,1,1
3.7,211.19,1258.93,198.02,-4.41,1,1
3.7,211.19,1000.0,198.66,-4.55,1,1
3.7,211.19,794.33,199.35,-4.59,1,1
3.7,211.19,630.96,200.04,-4.67,1,1
3.7,211.19,501.19,200.81,-4.82,1,1
3.7,211.19,398.11,201.42,-4.92,1,1
3.7,211.19,316.23,202.28,-5.01,1,1
3.7,211.19,251.19,202.93,-5.17,1,1
3.7,211.19,199.53,203.48,-5.3,1,1
3.7,211.19,158.49,204.45,-5.34,1,1
3.7,211.19,125.89,205.04,-5.69,1,1
3.7,211.19,100.0,205.8,-5.9,1,1
3.7,211.19,79.43,206.64,-6.2,1,1
3.7,211.19,63.1,207.26,-6.49,1,1
3.7,211.19,50.12,208.12,-6.93,1,1
3.7,211.19,39.81,208.94,-7.49,1,1
3.7,211.19,31.62,210.02,-8.0,1,1
3.7,211.19,25.12,211.0,-8.81,1,1
3.7,211.19,19.95,212.17,-9.56,1,1
3.7,211.19,15.85,213.37,-10.47,1,1
3.7,211.19,12.59,214.73,-11.2,1,1
3.7,211.19,10.0,216.23,-12.54,1,1
3.7,211.19,7.94,217.71,-13.55,1,1
3.7,211.19,6.31,219.85,-14.77,1,1
3.7,211.19,5.01,221.84,-16.61,1,1
3.7,211.19,3.98,223.83,-18.24,1,1
3.7,211.19,3.16,226.07,-19.78,1,1
3.7,211.19,2.51,228.93,-21.34,1,1
3.7,211.19,2.0,232.28,-22.95,1,1
3.7,211.19,1.58,236.05,-25.0,1,1
3.7,211.19,1.26,240.09,-27.05,1,1
3.7,211.19,1.0,244.5,-29.29,1,1
3.7,211.19,0.79,249.39,-31.44,1,1
3.7,211.19,0.63,254.51,-33.45,1,1
3.7,211.19,0.5,259.93,-35.17,1,1
3.7,211.19,0.4,265.6,-36.44,1,1
3.7,211.19,0.32,271.58,-37.63,1,1
3.7,211.19,0.25,277.58,-38.2,1,1
3.7,211.19,0.2,283.55,-38.26,1,1
3.7,211.19,0.16,289.25,-38.2,1,1
3.7,211.19,0.13,294.9,-37.78,1,1
3.7,211.19,0.1,299.89,-37.35,1,1
3.8,227.27,100000.0,184.6,21.85,1,1
3.8,227.27,79432.82,185.68,16.52,1,1
3.8,227.27,63095.74,186.22,12.4,1,1
3.8,227.27,50118.72,185.87,9.55,1,1
3.8,227.27,39810.72,187.47,6.59,1,1
3.8,227.27,31622.78,188.17,4.18,1,1
3.8,227.27,25118.86,188.71,2.39,1,1
3.8,227.27,19952.62,189.51,0.96,1,1
3.8,227.27,15848.93,190.02,-0.13,1,1
3.8,227.27,12589.25,190.7,-1.13,1,1
3.8,227.27,10000.0,191.25,-1.97,1,1
3.8,227.27,7943.28,192.04,-2.52,1,1
3.8,227.27,6309.57,192.68,-3.13,1,1
3.8,227.27,5011.87,193.3,-3.52,1,1
3.8,227.27,3981.07,193.98,-3.94,1,1
3.8,227.27,3162.28,194.75,-4.27,1,1
3.8,227.27,2511.89,195.56,-4.46,1,1
3.8,227.27,1995.26,196.2,-4.78,1,1
3.8,227.27,1584.89,197.0,-5.01,1,1
3.8,227.27,1258.93,197.84,-5.33,1,1
3.8,227.27,1000.0,198.71,-5.44,1,1
3.8,227.27,794.33,199.5,-5.74,1,1
3.8,227.27,630.96,200.41,-5.86,1,1
3.8,227.27,501.19,201.3,-6.05,1,1
3.8,227.27,398.11,202.25,-6.24,1,1
3.8,227.27,316.23,203.15,-6.38,1,1
3.8,227.27,251.19,204.2,-6.47,1,1
3.8,227.27,199.53,205.25,-6.62,1,1
3.8,227.27,158.49,206.06,-6.76,1,1
3.8,227.27,125.89,207.02,-6.86,1,1
3.8,227.27,100.0,207.92,-6.98,1,1
3.8,227.27,79.43,208.95,-7.24,1,1
3.8,227.27,63.1,209.72,-7.4,1,1
3.8,227.27,50.12,210.66,-7.74,1,1
3.8,227.27,39.81,211.63,-8.3,1,1
3.8,227.27,31.62,212.76,-8.72,1,1
3.8,227.27,25.12,213.96,-9.44,1,1
3.8,227.27,19.95,215.15,-10.06,1,1
3.8,227.27,15.85,216.28,-10.86,1,1
3.8,227.27,12.59,217.86,-11.74,1,1
3.8,227.27,10.0,219.23,-12.97,1,1
3.8,227.27,7.94,221.04,-13.77,1,1
3.8,227.27,6.31,223.11,-15.42,1,1
3.8,227.27,5.01,224.8,-17.0,1,1
3.8,227.27,3.98,226.91,-18.18,1,1
3.8,227.27,3.16,229.81,-19.82,1,1
3.8,227.27,2.51,232.98,-21.82,1,1
3.8,227.27,2.0,236.17,-23.99,1,1
3.8,227.27,1.58,239.56,-26.45,1,1
3.8,227.27,1.26,243.24,-28.4,1,1
3.8,227.27,1.0,247.28,-30.43,1,1
3.8,227.27,0.79,251.8,-32.2,1,1
3.8,227.27,0.63,256.94,-33.85,1,1
3.8,227.27,0.5,262.31,-35.27,1,1
3.8,227.27,0.4,268.15,-36.44,1,1
3.8,227.27,0.32,274.16,-37.29,1,1
3.8,227.27,0.25,280.36,-37.75,1,1
3.8,227.27,0.2,286.46,-37.86,1,1
3.8,227.27,0.16,292.4,-37.71,1,1
3.8,227.27,0.13,298.04,-37.27,1,1
3.8,227.27,0.1,303.1,-36.72,1,1
3.9,242.9,100000.0,184.33,21.82,1,1
3.9,242.9,79432.82,185.31,16.41,1,1
3.9,242.9,63095.74,186.25,11.87,1,1
3.9,242.9,50118.72,186.62,9.59,1,1
3.9,242.9,39810.72,187.38,6.2,1,1
3.9,242.9,31622.78,187.86,3.86,1,1
3.9,242.9,25118.86,188.58,2.14,1,1
3.9,242.9,19952.62,189.17,0.61,1,1
3.9,242.9,15848.93,189.91,-0.63,1,1
3.9,242.9,12589.25,190.54,-1.58,1,1
3.9,242.9,10000.0,191.22,-2.41,1,1
3.9,242.9,7943.28,191.95,-3.12,1,1
3.9,242.9,6309.57,192.58,-3.7,1,1
3.9,242.9,5011.87,193.42,-4.29,1,1
3.9,242.9,3981.07,194.2,-4.72,1,1
3.9,242.9,3162.28,195.13,-5.16,1,1
3.9,242.9,2511.89,195.93,-5.65,1,1
3.9,242.9,1995.26,196.77,-6.16,1,1
3.9,242.9,1584.89,197.7,-6.51,1,1
3.9,242.9,1258.93,198.61,-7.0,1,1
3.9,242.9,1000.0,199.74,-7.46,1,1
3.9,242.9,794.33,200.84,-7.9,1,1
3.9,242.9,630.96,202.03,-8.56,1,1
3.9,242.9,501.19,203.39,-9.03,1,1
3.9,242.9,398.11,204.69,-9.55,1,1
3.9,242.9,316.23,206.13,-10.03,1,1
3.9,242.9,251.19,207.85,-10.53,1,1
3.9,242.9,199.53,209.57,-10.8,1,1
3.9,242.9,158.49,211.41,-11.18,1,1
3.9,242.9,125.89,213.21,-11.43,1,1
3.9,242.9,100.0,214.96,-11.46,1,1
3.9,242.9,79.43,216.65,-11.33,1,1
3.9,242.9,63.1,218.46,-11.32,1,1
3.9,242.9,50.12,219.95,-11.29,1,1
3.9,242.9,39.81,221.5,-11.35,1,1
3.9,242.9,31.62,223.06,-11.56,1,1
3.9,242.9,25.12,224.33,-11.61,1,1
3.9,242.9,19.95,225.79,-12.17,1,1
3.9,242.9,15.85,227.55,-12.61,1,1
3.9,242.9,12.59,228.88,-13.49,1,1
3.9,242.9,10.0,230.66,-14.14,1,1
3.9,242.9,7.94,232.5,-15.42,1,1
3.9,242.9,6.31,234.12,-16.32,1,1
3.9,242.9,5.01,236.58,-17.49,1,1
3.9,242.9,3.98,239.37,-19.14,1,1
3.9,242.9,3.16,241.96,-21.34,1,1
3.9,242.9,2.51,244.44,-23.19,1,1
3.9,242.9,2.0,247.46,-24.91,1,1
3.9,242.9,1.58,250.97,-26.53,1,1
3.9,242.9,1.26,255.21,-28.46,1,1
3.9,242.9,1.0,259.9,-30.41,1,1
3.9,242.9,0.79,265.03,-32.45,1,1
3.9,242.9,0.63,270.47,-34.4,1,1
3.9,242.9,0.5,276.24,-36.21,1,1
3.9,242.9,0.4,282.33,-37.8,1,1
3.9,242.9,0.32,288.79,-39.21,1,1
3.9,242.9,0.25,295.16,-39.99,1,1
3.9,242.9,0.2,301.56,-40.41,1,1
3.9,242.9,0.16,307.9,-40.75,1,1
3.9,242.9,0.13,313.9,-40.58,1,1
3.9,242.9,0.1,319.76,-40.78,1,1
3.99,257.05,100000.0,184.55,21.61,1,1
3.99,257.05,79432.82,185.47,16.37,1,1
3.99,257.05,63095.74,186.04,11.93,1,1
3.99,257.05,50118.72,186.88,8.55,1,1
3.99,257.05,39810.72,187.67,5.88,1,1
3.99,257.05,31622.78,188.29,3.55,1,1
3.99,257.05,25118.86,189.0,1.79,1,1
3.99,257.05,19952.62,189.66,0.35,1,1
3.99,257.05,15848.93,190.35,-0.99,1,1
3.99,257.05,12589.25,190.98,-2.05,1,1
3.99,257.05,10000.0,191.79,-2.87,1,1
3.99,257.05,7943.28,192.57,-3.78,1,1
3.99,257.05,6309.57,193.32,-4.42,1,1
3.99,257.05,5011.87,194.12,-5.05,1,1
3.99,257.05,3981.07,194.97,-5.6,1,1
3.99,257.05,3162.28,195.9,-6.26,1,1
3.99,257.05,2511.89,196.67,-6.93,1,1
3.99,257.05,1995.26,197.7,-7.6,1,1
3.99,257.05,1584.89,198.88,-8.26,1,1
3.99,257.05,1258.93,199.93,-9.06,1,1
3.99,257.05,1000.0,201.04,-9.86,1,1
3.99,257.05,794.33,202.36,-10.87,1,1
3.99,257.05,630.96,203.72,-12.01,1,1
3.99,257.05,501.19,205.19,-13.17,1,1
3.99,257.05,398.11,206.9,-14.77,1,1
3.99,257.05,316.23,208.77,-16.35,1,1
3.99,257.05,251.19,210.92,-18.18,1,1
3.99,257.05,199.53,213.44,-20.3,1,1
3.99,257.05,158.49,216.66,-22.63,1,1
3.99,257.05,125.89,220.13,-25.2,1,1
3.99,257.05,100.0,224.42,-27.2,1,1
3.99,257.05,79.43,229.44,-29.02,1,1
3.99,257.05,63.1,234.86,-30.54,1,1
3.99,257.05,50.12,240.54,-31.14,1,1
3.99,257.05,39.81,246.23,-31.17,1,1
3.99,257.05,31.62,251.8,-30.7,1,1
3.99,257.05,25.12,256.65,-29.62,1,1
3.99,257.05,19.95,261.12,-28.4,1,1
3.99,257.05,15.85,265.09,-27.22,1,1
3.99,257.05,12.59,268.91,-26.35,1,1
3.99,257.05,10.0,271.89,-25.49,1,1
3.99,257.05,7.94,275.31,-25.01,1,1
3.99,257.05,6.31,278.15,-25.2,1,1
3.99,257.05,5.01,280.86,-25.21,1,1
3.99,257.05,3.98,284.24,-25.45,1,1
3.99,257.05,3.16,287.92,-26.76,1,1
3.99,257.05,2.51,291.33,-28.45,1,1
3.99,257.05,2.0,294.69,-30.12,1,1
3.99,257.05,1.58,298.41,-31.77,1,1
3.99,257.05,1.26,302.79,-33.48,1,1
3.99,257.05,1.0,307.65,-35.35,1,1
3.99,257.05,0.79,312.93,-37.04,1,1
3.99,257.05,0.63,318.71,-38.85,1,1
3.99,257.05,0.5,324.99,-40.51,1,1
3.99,257.05,0.4,331.65,-42.15,1,1
3.99,257.05,0.32,338.63,-43.27,1,1
3.99,257.05,0.25,345.82,-44.28,1,1
3.99,257.05,0.2,352.82,-45.0,1,1
3.99,257.05,0.16,360.24,-45.56,1,1
3.99,257.05,0.13,367.26,-45.71,1,1
3.99,257.05,0.1,374.5,-45.91,1,1
3.9,1.58,100000.0,184.31,21.46,0,2
3.9,1.58,79432.82,185.15,16.33,0,2
3.9,1.58,63095.74,185.9,11.91,0,2
3.9,1.58,50118.72,186.96,9.42,0,2
3.9,1.58,39810.72,187.18,5.95,0,2
3.9,1.58,31622.78,187.82,3.69,0,2
3.9,1.58,25118.86,188.49,1.81,0,2
3.9,1.58,19952.62,189.21,0.28,0,2
3.9,1.58,15848.93,189.89,-1.02,0,2
3.9,1.58,12589.25,190.58,-1.97,0,2
3.9,1.58,10000.0,191.28,-2.93,0,2
3.9,1.58,7943.28,192.05,-3.66,0,2
3.9,1.58,6309.57,192.86,-4.36,0,2
3.9,1.58,5011.87,193.67,-4.96,0,2
3.9,1.58,3981.07,194.5,-5.56,0,2
3.9,1.58,3162.28,195.4,-6.28,0,2
3.9,1.58,2511.89,196.2,-6.86,0,2
3.9,1.58,1995.26,197.23,-7.59,0,2
3.9,1.58,1584.89,198.36,-8.29,0,2
3.9,1.58,1258.93,199.39,-8.99,0,2
3.9,1.58,1000.0,200.65,-9.89,0,2
3.9,1.58,794.33,201.82,-10.84,0,2
3.9,1.58,630.96,203.18,-11.9,0,2
3.9,1.58,501.19,204.72,-13.22,0,2
3.9,1.58,398.11,206.42,-14.63,0,2
3.9,1.58,316.23,208.33,-16.2,0,2
3.9,1.58,251.19,210.57,-18.16,0,2
3.9,1.58,199.53,213.04,-20.31,0,2
3.9,1.58,158.49,216.27,-22.34,0,2
3.9,1.58,125.89,219.73,-24.7,0,2
3.9,1.58,100.0,224.16,-26.82,0,2
3.9,1.58,79.43,228.92,-28.36,0,2
3.9,1.58,63.1,234.37,-29.29,0,2
3.9,1.58,50.12,239.76,-29.67,0,2
3.9,1.58,39.81,245.04,-29.48,0,2
3.9,1.58,31.62,250.03,-28.86,0,2
3.9,1.58,25.12,254.61,-27.94,0,2
3.9,1.58,19.95,258.79,-26.95,0,2
3.9,1.58,15.85,262.35,-25.95,0,2
3.9,1.58,12.59,265.53,-25.02,0,2
3.9,1.58,10.0,268.85,-24.87,0,2
3.9,1.58,7.94,271.42,-24.45,0,2
3.9,1.58,6.31,274.73,-24.74,0,2
3.9,1.58,5.01,277.91,-25.8,0,2
3.9,1.58,3.98,280.63,-26.98,0,2
3.9,1.58,3.16,283.79,-28.12,0,2
3.9,1.58,2.51,287.57,-29.36,0,2
3.9,1.58,2.0,291.93,-30.81,0,2
3.9,1.58,1.58,296.86,-32.56,0,2
3.9,1.58,1.26,302.13,-34.67,0,2
3.9,1.58,1.0,307.84,-36.82,0,2
3.9,1.58,0.79,313.92,-38.88,0,2
3.9,1.58,0.63,320.23,-40.72,0,2
3.9,1.58,0.5,326.9,-42.11,0,2
3.9,1.58,0.4,333.81,-43.08,0,2
3.9,1.58,0.32,340.89,-43.67,0,2
3.9,1.58,0.25,347.64,-43.93,0,2
3.9,1.58,0.2,354.3,-43.61,0,2
3.9,1.58,0.16,360.89,-42.96,0,2
3.9,1.58,0.13,366.84,-42.51,0,2
3.9,1.58,0.1,372.52,-41.57,0,2
3.8,8.84,100000.0,184.39,21.6,0,2
3.8,8.84,79432.82,185.44,15.99,0,2
3.8,8.84,63095.74,186.38,11.9,0,2
3.8,8.84,50118.72,186.48,8.44,0,2
3.8,8.84,39810.72,187.42,5.96,0,2
3.8,8.84,31622.78,188.12,3.51,0,2
3.8,8.84,25118.86,188.82,1.77,0,2
3.8,8.84,19952.62,189.49,0.28,0,2
3.8,8.84,15848.93,190.25,-0.98,0,2
3.8,8.84,12589.25,190.82,-1.94,0,2
3.8,8.84,10000.0,191.64,-2.87,0,2
3.8,8.84,7943.28,192.42,-3.71,0,2
3.8,8.84,6309.57,193.11,-4.33,0,2
3.8,8.84,5011.87,194.0,-5.0,0,2
3.8,8.84,3981.07,194.83,-5.63,0,2
3.8,8.84,3162.28,195.69,-6.28,0,2
3.8,8.84,2511.89,196.63,-6.89,0,2
3.8,8.84,1995.26,197.71,-7.53,0,2
3.8,8.84,1584.89,198.67,-8.25,0,2
3.8,8.84,1258.93,199.82,-8.99,0,2
3.8,8.84,1000.0,200.98,-9.79,0,2
3.8,8.84,794.33,202.23,-10.78,0,2
3.8,8.84,630.96,203.7,-11.84,0,2
3.8,8.84,501.19,205.17,-13.0,0,2
3.8,8.84,398.11,206.89,-14.23,0,2
3.8,8.84,316.23,208.9,-15.81,0,2
3.8,8.84,251.19,211.13,-17.52,0,2
3.8,8.84,199.53,213.77,-19.33,0,2
3.8,8.84,158.49,216.91,-21.18,0,2
3.8,8.84,125.89,220.48,-23.05,0,2
3.8,8.84,100.0,224.78,-24.52,0,2
3.8,8.84,79.43,229.24,-25.53,0,2
3.8,8.84,63.1,233.9,-25.86,0,2
3.8,8.84,50.12,238.57,-25.73,0,2
3.8,8.84,39.81,242.92,-25.24,0,2
3.8,8.84,31.62,247.14,-24.52,0,2
3.8,8.84,25.12,250.51,-23.56,0,2
3.8,8.84,19.95,253.71,-22.89,0,2
3.8,8.84,15.85,256.56,-22.32,0,2
3.8,8.84,12.59,259.46,-21.85,0,2
3.8,8.84,10.0,261.8,-22.16,0,2
3.8,8.84,7.94,264.39,-22.16,0,2
3.8,8.84,6.31,267.27,-23.18,0,2
3.8,8.84,5.01,269.63,-24.38,0,2
3.8,8.84,3.98,272.49,-25.57,0,2
3.8,8.84,3.16,275.85,-26.82,0,2
3.8,8.84,2.51,279.98,-28.66,0,2
3.8,8.84,2.0,284.49,-30.96,0,2
3.8,8.84,1.58,289.27,-33.53,0,2
3.8,8.84,1.26,294.39,-36.17,0,2
3.8,8.84,1.0,299.98,-38.95,0,2
3.8,8.84,0.79,306.0,-41.47,0,2
3.8,8.84,0.63,312.44,-43.85,0,2
3.8,8.84,0.5,319.34,-45.8,0,2
3.8,8.84,0.4,326.64,-47.32,0,2
3.8,8.84,0.32,334.26,-48.26,0,2
3.8,8.84,0.25,341.83,-48.88,0,2
3.8,8.84,0.2,349.33,-49.01,0,2
3.8,8.84,0.16,356.95,-48.64,0,2
3.8,8.84,0.13,364.0,-48.0,0,2
3.8,8.84,0.1,371.62,-46.91,0,2
3.7,18.37,100000.0,185.48,21.69,0,2
3.7,18.37,79432.82,186.53,16.27,0,2
3.7,18.37,63095.74,187.15,12.05,0,2
3.7,18.37,50118.72,189.12,9.56,0,2
3.7,18.37,39810.72,188.57,5.95,0,2
3.7,18.37,31622.78,189.3,3.61,0,2
3.7,18.37,25118.86,190.0,1.82,0,2
